,twitter_id,screen_name,pred_gender,pred_org,pred_age,political_orientation
17305,782593548,1979Kishor,male,non-org,30-39,left
17306,1331464850128584706,bdulrehman95,male,non-org,19-29,neutral
17307,1302512200519618560,shehnaaz_pooja,female,non-org,<=18,neutral
17308,1384750772382994436,SaumyaB53964702,male,non-org,<=18,neutral
17309,1023398015933997056,pranjalidani,male,non-org,19-29,left
17311,1159798216193261568,gabbbarX0,male,non-org,>=40,left
17312,3137346396,freespirit1802,male,non-org,30-39,neutral
17313,87896972,abhishek848,male,non-org,>=40,left
17314,2986966777,neerajkumarray2,male,non-org,30-39,neutral
17315,48924841,somnath1978,male,non-org,30-39,neutral
17316,1382726705236697092,pushker_deepak,male,non-org,30-39,neutral
17317,861917986591997956,bougainvilleame,female,non-org,>=40,neutral
17318,1232931078727294976,Sriharshamysore,male,non-org,30-39,neutral
17319,59459797,aakkashpaalkar,male,non-org,>=40,left
17320,571479724,HaryaxPathak,male,non-org,30-39,neutral
17321,466357084,JayShukla08,male,non-org,30-39,neutral
17322,3891411553,GopiRajuD2,male,non-org,>=40,left
17323,1132909639,pradeepankush,male,non-org,30-39,neutral
17325,274002348,_muffin_head,male,non-org,30-39,left
17326,1189805555449131010,Sambhav06746171,male,non-org,<=18,neutral
17327,4920120545,vschandra49,male,non-org,>=40,neutral
17329,75746087,contking,male,non-org,>=40,neutral
17330,57614271,proudlyright,male,non-org,<=18,neutral
17331,443455071,prafulkhandalkr,male,non-org,30-39,neutral
17332,2752149866,nyomkitten,female,non-org,19-29,left
17334,67821389,Palvik260,male,non-org,>=40,neutral
17335,2347381442,spokenatlast,male,non-org,30-39,neutral
17337,34356916,nivie,male,non-org,30-39,left
17338,1311323582794928130,ChaiWallaCA,male,non-org,30-39,neutral
17340,173205914,Nitzmatazz,male,non-org,30-39,neutral
17341,53467497,Dannyboy7293,male,non-org,19-29,right
17343,230119378,vivek3961,male,non-org,>=40,left
17344,251008339,Geeta_Mohan,male,non-org,30-39,right
17345,152163779,BawaliBoooch,male,non-org,<=18,left
17346,4853063520,kartikarora1096,male,non-org,19-29,neutral
17348,200930237,ThisMyHandle,male,non-org,>=40,left
17350,31111732,WompWomp21,male,non-org,>=40,right
17351,928871761893928962,_sahilmathur_,male,non-org,19-29,neutral
17352,2611305716,965Durgesh,male,non-org,19-29,neutral
17353,172055460,kapilxpert,male,non-org,<=18,neutral
17354,3666719002,TVirupaksha,male,non-org,<=18,neutral
17355,18831926,DrEricDing,male,non-org,>=40,left
17356,147135647,myblackboard,male,non-org,30-39,neutral
17357,1191680628661637121,SohamSonani,male,non-org,19-29,left
17358,589133589,harshoza03,male,non-org,>=40,left
17359,456823657,NEETAS11,male,non-org,>=40,left
17361,1154424541956853760,SumitTh45578044,male,non-org,<=18,neutral
17362,4449073285,007Sudeshna,female,non-org,19-29,left
17363,914082186,ahsanumartv,male,non-org,19-29,neutral
17366,842397037530243073,AmritYaduvanshi,male,non-org,19-29,neutral
17367,818457252533178369,sarthakbadole,male,non-org,<=18,neutral
17368,2988688970,gauravcham,male,non-org,30-39,neutral
17369,1232196973114953731,PilotArmy_7,male,non-org,<=18,left
17370,148002889,keysersoze4B,male,non-org,30-39,neutral
17371,1658330443,Akash5990,male,non-org,19-29,left
17372,1276840373482958850,satanlustlove,male,non-org,19-29,neutral
17373,114382222,ENjoydeepLY,male,non-org,<=18,neutral
17374,867675096395038720,PrezzVerde,male,non-org,19-29,left
17375,365398076,maulinshah9,male,non-org,30-39,neutral
17376,747023952455688193,giri1478,male,non-org,30-39,left
17377,233117362,krupa236,female,non-org,19-29,neutral
17378,1384760106101837831,SumitAg82551633,male,non-org,<=18,neutral
17379,2549685745,daljit_rana,male,non-org,<=18,neutral
17380,850804519738802176,Harishmehra_,male,non-org,19-29,neutral
17381,102961435,i_am_neutrino,male,non-org,19-29,neutral
17382,56677858,TheSumanG,male,non-org,>=40,left
17383,4784513575,DillikiBiili,male,non-org,19-29,neutral
17384,124121096,ahmedabadmirror,male,non-org,30-39,neutral
17385,833153112907055105,ShivamKreal,male,non-org,19-29,neutral
17386,541930308,ShujaAsrar1,male,non-org,<=18,left
17389,3167309593,ZafarSobhan,male,non-org,>=40,left
17390,499766409,DagaShivangi,female,non-org,<=18,neutral
17391,919598111135338496,smitd30,male,non-org,>=40,neutral
17393,86236001,subhash70,male,non-org,>=40,left
17394,2227968500,TheArahat,male,non-org,>=40,neutral
17395,241983890,New_Narrative,male,non-org,>=40,left
17397,1323219515702865922,MohdSah28896673,male,non-org,<=18,left
17399,727072091778904064,dharmesh_nahar,male,non-org,>=40,neutral
17400,483296288,BaggaNeha,male,non-org,19-29,left
17401,2739425608,Rxbipolarguy,male,non-org,<=18,left
17402,1383347017070440452,RashmiNarang9,female,non-org,<=18,neutral
17403,1263480946172534785,AwadheshP06,male,non-org,>=40,left
17404,1309890565,KikanshuDigarse,male,non-org,19-29,neutral
17407,173239403,Pqr9ap,male,non-org,>=40,neutral
17408,849006404,anjali_damania,male,non-org,>=40,left
17410,2177372587,archit_dr,male,non-org,>=40,neutral
17411,1312436815681515520,gogiChoudhary3,male,non-org,19-29,neutral
17413,1913279814,Dhananjay4AAP,male,non-org,30-39,left
17414,1032922624890994689,raj65025523,male,non-org,>=40,neutral
17415,998849844125908993,VazeRavindra,male,non-org,19-29,neutral
17416,1003926772990164992,Saxenasaurabh6,male,non-org,>=40,neutral
17418,787651865039269888,nikhilkalyani3,male,non-org,30-39,neutral
17419,782082750,pdiatre,male,non-org,<=18,left
17420,3403037900,ManpreetINC,male,non-org,30-39,neutral
17421,119116052,kaushikdthakkar,male,non-org,>=40,neutral
17422,942080799318224897,unnamed_boi,male,non-org,19-29,neutral
17423,20678211,sac_isin,male,non-org,30-39,left
17424,2301394423,naijonam,female,non-org,19-29,neutral
17425,159446960,msmsaifullah,male,non-org,30-39,neutral
17426,751219093747929088,Nikeshsinha10,female,non-org,<=18,neutral
17428,4364379077,Arifhabibs,male,non-org,30-39,neutral
17429,107659959,vijuinnaite,male,non-org,<=18,neutral
17430,844497634115145730,pawan_ioclmd,male,non-org,19-29,neutral
17431,1272312440487731200,Hritvij3,male,non-org,<=18,neutral
17432,553819429,Sam16933396,male,non-org,19-29,neutral
17433,3012493550,abhinandanalok,male,non-org,19-29,neutral
17435,97622129,Pooja_Tripathii,female,non-org,19-29,left
17436,383724451,dipanshu100891,male,non-org,19-29,neutral
17437,1176422612664115202,Antibhakt5,male,non-org,<=18,neutral
17438,215702656,kumarrajeshwar,male,non-org,<=18,neutral
17439,1146777316363685888,apoorv_at,male,non-org,30-39,neutral
17440,3000750871,sufi_javeed,male,non-org,30-39,neutral
17441,1652290303,NayanimaBasu,female,non-org,19-29,left
17442,950767239241793537,RajeevMatta,male,non-org,>=40,left
17444,1384412242645454848,sahshah_7,male,non-org,19-29,neutral
17445,1131109902095511552,rajat561,male,non-org,>=40,right
17446,810071689878904832,SharadTomar7,male,non-org,<=18,neutral
17448,532513806,Savan_Patel1,male,non-org,<=18,neutral
17449,66128084,amitsurg,male,non-org,>=40,neutral
17450,228651251,bhupendn,male,non-org,30-39,neutral
17451,926456806494298112,AdiiiTeaa,female,non-org,19-29,neutral
17452,4493706195,Brian_Uberig,male,non-org,>=40,left
17453,110851959,chndu6ue,male,non-org,30-39,left
17454,4659626701,mindtemple3,male,non-org,<=18,neutral
17455,752573456,babuji_gr,male,non-org,>=40,neutral
17456,1384390901028425728,AnjanaS11175495,female,non-org,<=18,neutral
17458,1550194063,YogiKabulpuria,male,non-org,19-29,neutral
17459,1593608611,Ashish_Shukla42,male,non-org,>=40,left
17460,88566817,mrsinghCricUmp,male,non-org,>=40,neutral
17461,263069031,chick__en,male,non-org,<=18,neutral
17463,1204237398269259777,Sunilku72022541,male,non-org,>=40,left
17464,1385944058221056007,PravinJ48634827,male,non-org,<=18,neutral
17465,2646138822,cyrilprabhuj,male,non-org,>=40,left
17466,567237737,Jitumoni28,male,non-org,>=40,left
17467,422368419,pragyabharat,male,non-org,30-39,neutral
17468,781942321,_lone_traveller,male,non-org,19-29,left
17469,74422001,CAChirag,male,non-org,>=40,neutral
17470,2782667941,Rkgoswami11,male,non-org,30-39,neutral
17471,120722362,cbinewton,male,non-org,>=40,left
17472,101808361,RajeevSharma111,male,non-org,>=40,neutral
17473,279441643,shahsuneel,male,non-org,>=40,neutral
17474,383006915,MicheleDTweets,female,non-org,>=40,left
17475,25927619,makoto_au_japon,female,non-org,30-39,neutral
17476,4533726062,dhsriv87,male,non-org,30-39,neutral
17477,776019398180077569,FridayFeeIing,female,non-org,<=18,neutral
17478,356037316,sucheta_g,male,non-org,30-39,left
17479,391568781,vijaydawda,male,non-org,>=40,neutral
17480,800285894,vijaymalik0412,male,non-org,30-39,neutral
17481,53982766,DeejayBaj,male,non-org,<=18,neutral
17483,1242304890753265664,MadaviR1,male,non-org,>=40,left
17484,1253289458,ShivAnantTayal,male,non-org,30-39,left
17485,366248063,RyanGumbleton,male,non-org,30-39,neutral
17486,561457107,SushansAher,male,non-org,30-39,neutral
17487,60371431,biswajitdash79,male,non-org,30-39,neutral
17490,1353990805711515648,rg1981_,male,non-org,30-39,neutral
17491,1303984295367774209,intrludexsuga,male,non-org,<=18,neutral
17492,1148030178,MundaArjun,male,non-org,>=40,neutral
17494,747953693501300736,evarellcorp,male,non-org,>=40,neutral
17495,4177517068,jadejadushyant,male,non-org,30-39,left
17497,1201841984870088705,BoradDhruvil_,male,non-org,<=18,neutral
17498,352244619,singhbajrang29,male,non-org,30-39,neutral
17499,1375725877141467136,yoonskosmos,female,non-org,<=18,neutral
17500,895559214382292994,TRG_tweet,male,non-org,<=18,neutral
17501,737310977822064640,Shubham199296,male,non-org,<=18,neutral
17503,972174530,pawansharmabjp3,male,non-org,>=40,left
17504,1272609127399743488,gullivanter,male,non-org,<=18,neutral
17505,91291184,ethicalsid,male,non-org,>=40,neutral
17506,1384521619394088964,AnshulRana_,female,non-org,<=18,neutral
17507,924139365520965633,reacher3600,male,non-org,30-39,neutral
17508,1128190487259693056,chator_chanch,female,non-org,30-39,neutral
17509,86046157,ranjan_Bpl,male,non-org,>=40,left
17511,414149851,sanjaycseb,male,non-org,>=40,neutral
17512,582995863,forbesicon,male,non-org,>=40,neutral
17513,1377329556621647876,DrSummerin1,male,non-org,30-39,neutral
17514,1280525551392849920,Jgdvij,male,non-org,30-39,neutral
17516,1382566670535852032,DeepanshuSeth7,male,non-org,>=40,neutral
17517,1373346928050663429,DeepakFunde16,male,non-org,>=40,left
17518,823725143411265536,HarshDeoAnkit2,male,non-org,19-29,neutral
17519,580530323,Niranjan791,male,non-org,19-29,neutral
17520,979741946,anshudii,female,non-org,<=18,left
17521,1545423264,drpitambar,male,non-org,<=18,neutral
17523,1178676430302920704,iMurariKumar,male,non-org,19-29,left
17524,1338697212,DiwakarSpeaks,male,non-org,19-29,neutral
17525,794745473332486145,tauheedraza4441,male,non-org,<=18,left
17526,1380175360017408010,GawarikarSudhir,male,non-org,>=40,neutral
17527,374088082,Onewitheagle,male,non-org,>=40,left
17528,4042827312,prasadk2k,male,non-org,<=18,left
17530,1033571513469988864,jinal_pr,male,non-org,30-39,neutral
17531,257888471,Shimographer,male,non-org,30-39,neutral
17532,540512350,amit_kothawade,male,non-org,>=40,neutral
17533,1361669091157712897,kadaipaneeeer,male,non-org,19-29,neutral
17534,428116399,BanswalVishal,male,non-org,30-39,left
17535,1249687332690595842,Hameedpatel11,male,non-org,<=18,neutral
17536,636164471,iamAnpas,female,non-org,19-29,left
17538,1347140459890495490,Hawkeye61744209,male,non-org,<=18,neutral
17539,864015060,Dilipthakur10,male,non-org,<=18,neutral
17540,101729256,rahulkharbanda,male,non-org,30-39,neutral
17541,1143758317329645568,JanaSmritilekha,female,non-org,<=18,left
17542,1195296609170579456,NidhiLamba7,female,non-org,30-39,left
17543,83873705,HakeemIrfan,male,non-org,>=40,neutral
17544,712763496,TheSNFD,male,non-org,>=40,left
17545,93112670,vaibhavjain1000,male,non-org,30-39,left
17546,262043696,Sikrodiwale,male,non-org,19-29,neutral
17548,824611614972317698,20parmatma,male,non-org,<=18,neutral
17550,711481940352741376,complexcrctr19,male,non-org,19-29,neutral
17551,159253357,AdvaitaKala,female,non-org,>=40,neutral
17552,934096589705973760,Pra5sun,male,non-org,<=18,left
17553,1175628744410533888,chaiiplease,female,non-org,19-29,neutral
17556,16170765,aneeshp,male,non-org,30-39,neutral
17557,272327676,sanjeev_sarmah,male,non-org,30-39,neutral
17558,136248914,smcapl,male,non-org,>=40,left
17559,18073191,hcbkhan,male,non-org,>=40,left
17560,1386336441689534464,GeetaAg80434961,male,non-org,<=18,neutral
17561,1380780792326934533,BawlaHamzah,male,non-org,<=18,neutral
17562,358588814,nishaDev1,female,non-org,30-39,left
17564,1003364527,as_kapoor,male,non-org,>=40,neutral
17565,76380139,srivathsa_kn,male,non-org,>=40,left
17566,950977720489406465,mayurvbhadani,male,non-org,30-39,neutral
17567,1263808569951916032,IrsAman,female,non-org,>=40,neutral
17568,852766766967029760,JhoothaChal,male,non-org,19-29,neutral
17570,2900560929,oyesuna,female,non-org,30-39,neutral
17571,4914183914,iamAbhi4All,male,non-org,<=18,left
17572,75009882,TaruniGandhi,male,non-org,19-29,neutral
17574,113980882,SharmaSinghR,female,non-org,30-39,left
17575,2226823364,pravin_porwal,male,non-org,19-29,neutral
17576,1384605686915600386,KumarNirmita,male,non-org,<=18,neutral
17577,388752501,mks_bjp,male,non-org,>=40,neutral
17578,1243518092770082817,YashDhanuka14,male,non-org,>=40,neutral
17579,1184085522248949760,DrDeepakKrishn1,male,non-org,>=40,neutral
17581,84015724,foodie_woman_,female,non-org,19-29,neutral
17583,822493745157435392,ShashankDatwani,male,non-org,>=40,neutral
17584,1251462585569800192,SiddharthGTriv1,male,non-org,<=18,left
17586,82575888,epatrakaar,male,non-org,>=40,left
17588,41542441,Mazri73,male,non-org,>=40,left
17589,1314636151769059328,pradeep32023809,male,non-org,>=40,neutral
17591,214018879,IamSandipNayak,male,non-org,30-39,left
17592,842306582973190145,AunindyoC,male,non-org,>=40,left
17593,1273225630767886339,UnabashedIndian,male,non-org,<=18,neutral
17594,1384169356494442497,theKhalidRahman,male,non-org,30-39,neutral
17595,21658034,sanvai,male,non-org,>=40,neutral
17597,1381291558654242817,Kaushtu09379647,male,non-org,<=18,neutral
17598,120003196,doad_a,male,non-org,19-29,left
17600,1375778773107236864,PriyaSh21302979,female,non-org,<=18,neutral
17601,763336805101907968,aakaash84aa,male,non-org,<=18,left
17603,593710171,Dinu_Gujarati,male,non-org,30-39,neutral
17605,1245415289556291586,Dheer_Sameer,male,non-org,30-39,neutral
17606,124742384,Sacrilegious77,male,non-org,30-39,neutral
17607,888754168827002882,ssiddara,male,non-org,30-39,neutral
17608,2215283257,gireban,male,non-org,>=40,neutral
17609,371231308,Sandipkumarjha,male,non-org,30-39,left
17611,1255673645914976263,DilipShan2,male,non-org,30-39,neutral
17612,138442171,faujidoctor,male,non-org,>=40,neutral
17613,1525713414,bsnetravalkar,male,non-org,<=18,neutral
17614,1274532308,__kruti__,female,non-org,19-29,neutral
17615,2509475376,Manojdhakad20,male,non-org,<=18,neutral
17616,1364163657538568194,MahenthranN,male,non-org,<=18,neutral
17617,742643821,acharyasdhar,male,non-org,>=40,neutral
17618,2888686236,ReshmaGuptaMD,female,non-org,30-39,left
17619,1292881514733043712,AnilRelan4,male,non-org,>=40,neutral
17620,240310569,yashkantharia17,male,non-org,30-39,neutral
17621,1355770298746990592,NavneetgiriGos3,male,non-org,30-39,neutral
17622,3637960850,Arv_Ind_Chauhan,male,non-org,30-39,neutral
17623,2893777806,PCprapti,female,non-org,19-29,left
17624,788008446071230464,pahadibula,male,non-org,30-39,left
17625,1340210234921373696,DRDEEPAKKELKAR3,male,non-org,>=40,neutral
17626,139458840,joshi_p,male,non-org,30-39,neutral
17627,922358667751469056,konda_sandeep07,male,non-org,<=18,neutral
17628,1023373221024870401,bansalnitin79,male,non-org,30-39,neutral
17629,321780524,divakarssathya,male,non-org,>=40,neutral
17630,175612701,18AKGOYAL,male,non-org,>=40,left
17632,2789937702,sivasailamsiob,male,non-org,>=40,neutral
17633,2835252577,iamamitvasu,male,non-org,<=18,left
17635,4887545782,HitarthThaker,male,non-org,19-29,left
17636,101698989,AayushTodi,male,non-org,19-29,neutral
17637,270769860,imrajitd,male,non-org,>=40,left
17638,954120511583219712,PoojaPaath,male,non-org,19-29,neutral
17639,854321905750257664,siddique_arfat,male,non-org,30-39,neutral
17640,747740891364888576,imFmoharkan,male,non-org,>=40,left
17641,101986968,tejash_24,male,non-org,30-39,neutral
17642,2567292679,fredwalton216,male,non-org,>=40,left
17643,1237673606991110144,swapneilparikh,male,non-org,30-39,left
17644,1333626846697676802,Dominic00719779,male,non-org,<=18,neutral
17645,34529842,josephradhik,male,non-org,>=40,left
17646,2891042197,rahuldhaker12,male,non-org,>=40,left
17647,28234597,anechidna,female,non-org,30-39,left
17648,857831834,jeewangarg_,male,non-org,>=40,neutral
17650,184832223,v4prajapati,male,non-org,30-39,neutral
17651,915945889,D251947N,male,non-org,>=40,neutral
17652,35343837,amz360,male,non-org,<=18,left
17653,1277302119205187584,vasudevkulk,male,non-org,>=40,left
17654,83531741,VishnuNDTV,male,non-org,>=40,left
17655,146055293,viraj_sheth,male,non-org,>=40,neutral
17656,733016282,verma__jii,male,non-org,19-29,neutral
17657,1241712600020221952,ObaiahProf,male,non-org,>=40,left
17659,100800766,nehalterani333,male,non-org,<=18,neutral
17660,252037926,sharan121,male,non-org,19-29,neutral
17661,1275804599664795648,imrishiiii,male,non-org,19-29,neutral
17662,814670787554656256,ajeebani,female,non-org,<=18,left
17664,1650937776,GupteRajeev,male,non-org,>=40,neutral
17665,1267353060776439808,JainNetrika,female,non-org,<=18,neutral
17669,1242062651812753408,sumukh023,male,non-org,19-29,left
17671,706339196764495873,monapradhan11,female,non-org,30-39,neutral
17672,208479248,ImKapilSharma87,male,non-org,30-39,neutral
17674,1194115886849941504,SoccorsoAndrea,female,non-org,>=40,left
17675,996936596,ShivaaSoul,male,non-org,19-29,left
17676,54009520,djeetender,male,non-org,>=40,left
17677,1167269211481071616,SumanBa44291470,male,non-org,<=18,neutral
17678,98596654,radzzzzster,female,non-org,19-29,neutral
